mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,"北投中和街(全新裝潢,家具全新,通勤方便",8500,8500,https://rent.591.com.tw/rent-detail-12414323.html,北投區中和街457號,,,無,屋主: 廖小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,8坪,B1/3F,公寓,12414323,2022-04-25,"男女不拘(女性及學生優先入住)B1樓套房,周邊環境優良/禁止吸菸1. 社區安靜不吵雜2. 走路到公車站約三分鐘3.附近有家樂福賣場,復興市場,各種小吃店方便攜帶外食,藥妝店,藥局,新北投捷運站4.鄰近國防大學,復興高中,新民國中,慈航禪寺,道生神學院5.採光良好;平價出租6.大門可停機車要搶要快!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!連絡電話:廖小姐(0953032996)
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近慈航寺站公車站、新北投捷運站。",0953-032-996,男女皆可,Taipei,yes
,通風採光套房~近東門師大永康大安森林公園,9000,9000,https://rent.591.com.tw/rent-detail-12433191.html,大安區金華街,,,無,屋主: 許小姐 (仲介勿擾),No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌椅",分租套房,5.5坪,4F/5F,公寓,12433191,2022-04-25,"◆交通便捷、四通八達：近東門捷運(紅線黃線交匯)、信義路、和平東路公車站約走六分鐘。◆採光通風、格局方正：有對外窗，非巷弄裡、採光佳且出入人員單純，方正不侷促絕無畸零暗角，空間舒服。◆費用單純，無線網路：洗衣機無須投幣，每月僅支出房內個人電表(5元/度)及水費100元，無線網路連上即用。【備註】◆歡迎正當職業之上班族或學生承租，嚴禁違法，謝絕抽菸及寵物。◆屋主自租，租期可議。歡迎來電預約看房。仲介勿擾，辛苦了~
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近253路、671路、東門捷運站。",0986-851-077轉1590246,男女皆可,Taipei,yes
,國會山莊立棟別墅三樓,48000,50500,https://rent.591.com.tw/rent-detail-12369982.html,內湖區大湖山莊街63巷3號,大湖山莊,費用另計,,屋主: 許先生,No,"冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 平面車位",3房2廳1衛,66.32坪,3F/3F,透天厝,12369982,2022-04-25,"獨棟式住宅 一層一戶坐享自然生態景觀公園 旁擁有大台北 少有綠樹山叢環繞與良好空氣質量、寧靜生活和安全的社區環境 擁有 如同森林小學般的優質學區大湖 讓孩子快樂學習成長。交通機能捷運文湖線大湖公園站，約10分鐘可達南港展覽館，約25分鐘可達忠孝復興SOGO商圈，約40分鐘到達台北火車站。公車方面，由大湖公園站搭乘247，約15分可達大直美麗華商圈；搭乘284，約30分達松山車站、約40分到信義商圈。生活採買成功路四段上有CITYLINK百貨，大湖山莊街有全聯福利中心，傳統市場稍有距離，需至成功路四段、靠近捷運內湖站的湖光市場，金龍路的碧湖國小附近也有黃昏市場。大賣場方面，舊宗路上有大潤發、家樂福、COSTCO，開車約10分鐘。生活機能便利.歡迎賞屋~可聯絡屋主 許先生 0933-825-025
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。",0933-825-025,男女皆可,Taipei,yes
,港墘捷運全新裝潢大露台可寵免仲介費,28000,29394,https://rent.591.com.tw/rent-detail-12480356.html,內湖區內湖路一段,港墘移動光城,,"1,394元/月",屋主: 何小姐,Yes,"冰箱, 洗衣機, 冷氣, 床, 衣櫃, 陽台, 電梯",獨立套房,13.94坪,4F/18F,電梯大樓,12480356,2022-04-25,"* 【捷運共構宅】港墘文心移動光城捷運共構：捷運到站即到家、內科核心四通八達。內科走路上下班、uber至信義區只要10分鐘100塊。* 【電梯大樓４樓】總樓高18樓、安靜舒服無震動、隔音品質佳* 【獨立套房】大面落地氣密窗、安靜兼顧一級通風採光、坐北朝南財運旺* 【可開伙】獨立流理台、電磁爐、抽油煙機、烘碗機：附近全聯、737市場、內湖 costco，健康防疫自己煮* 【可寵大露台】豪華大露台：可曬衣、可露天泡茶咖啡休憩、寵物活動大空間* 【傢俱】全新雙人床墊、雙人床架、全新衣櫃* 【家電】室內外冷氣機、獨立洗衣機、LG冰箱、烘碗機、Panasonic浴室三合一抽風機、ToTo馬桶* 【租金】28000元* 【管理費】1394元* 【押金】2個月租金* 【電費水費】獨立水電錶，以自來水公司及台電單據自行繳納* 【租期】最短一年* 【24小時管理】24小時保全管理櫃檯：隨時 Uber Eat、網購、各類收發包裹不間斷* 【免追垃圾車】垃圾冷藏室：從此免追垃圾車、垃圾無須北市專用袋* 【健身房】健身房、交誼廳及閱覽室：運動免出門、訪客來訪有面子* 【屋齡新】全新裝修一手屋、非凶宅、非海砂、非輻射、非漏水屋* 【抗震防火】防火警報及煙霧偵測、各樓層磁卡管理、門戶防盜系統、SRC防震結構
附近有便利商店、傳統市場、公園綠地、學校、夜市。",0958-941-898,男女皆可,Taipei,yes
,天母使館區。璜溪第一排。樓下公園。,9000,9000,https://rent.591.com.tw/rent-detail-12411020.html,士林區中山北路六段405巷14號,,,無,屋主: 胡太太,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 天然瓦斯, 桌椅, 陽台",雅房,8坪,3F/5F,公寓,12411020,2022-04-25,振興醫院走路3分鐘。榮總7分鐘。雅房9000。,0956-289-922,男女皆可,Taipei,yes
,套房出租生活機能方便交通便利嚴禁抽菸喝酒,9500,9500,https://rent.591.com.tw/rent-detail-12388850.html,大同區民族西路,,,,代理人: 黃小姐,No,"冰箱, 洗衣機, 電視, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台, 電梯",獨立套房,5坪,2F/7F,電梯大樓,12388850,2022-04-25,"套房出租生活機能方便交通便利    嚴禁抽菸喝酒
附近有便利商店、傳統市場、公園綠地、學校、夜市。
本房屋近圓山捷運站。",0986-851-077轉1586876,男女皆可,Taipei,no
,男女分棟雅套房，限世新大學學生,5000,5000,https://rent.591.com.tw/rent-detail-12369828.html,文山區試院路144巷,,,,屋主: 董小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅, 陽台, 電梯",分租套房,3坪,2F/5F,公寓,12369828,2022-04-25,"☆☆☆限世新大學學生出租☆☆☆房型：套房、雅房 (皆可付定，保留到7/1、8/1 or 9/1起租入住)試院路男生宿舍：D棟（套房）試院路、寶慶街女生宿舍：A、B、C、E棟 ( 雅房 / 套房 / 合租套房 ，男女分棟)坪數：約2－6坪樓層：約1－5 層價格： 5000－8500元＊公共區域明亮整潔、專人打掃、附冰箱、洗衣機、網路、第四台＊住戶皆為世新大學學生，男女分棟＊鄰近世新大學，步行約３－５分鐘提前一天預約看房請洽: 董小姐：0905865975曾先生：0988072611☆☆☆限世新大學學生出租☆☆☆
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近世新大學公車站、考試院公車站、景美捷運站。",0905-865-975,男女皆可,Taipei,yes
,飯店裝潢近信義安和大露台可養寵,29500,29500,https://rent.591.com.tw/rent-detail-12461107.html,大安區通化街171巷,,,,代理人: 黃小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,20坪,7F/7F,電梯大樓,12461107,2022-04-25,"我們歡迎不抽菸 愛乾淨的房客與我們一起努力維護良好的居住品質澳門賭場飯店專用獨立筒床墊 系統衣櫃 雙人沙發及50吋大電視 Toto衛浴設備 位於信義計畫區旁，信義安和捷運站750公尺，散步到家生活機能超強，臨近通化商圈，正餐宵夜樣樣俱全新盈百萬裝潢,沙發 冷氣機 電磁爐 電熱水器 洗衣機等.....一咖皮箱等你入住，可申請租金補貼，小資族讓你省很大，房租含水費　高速120M網路和數位第四台 租金含網路　水費　第四台，獨立電表一度電5.5元獨立大陽台空間 讓你與你的毛孩子有一個空間可以奔跑歡迎有正職工作的你一起成為好鄰居，歡迎來電預約看屋可報稅及申請租金補貼可預約看房",0921-520-292,男女皆可,Taipei,no
,【石牌捷運旁】榮總、振興、北護、華碩..,11800,11800,https://rent.591.com.tw/rent-detail-12451900.html,北投區石牌路二段,,,,屋主: 郭先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,8坪,4F/4F,公寓,12451900,2022-04-25,"僅此一間!!!錯過就沒了!!!保證您一眼看了!!!就會喜歡!!!看屋喜歡，符合承租資格，租金另有優惠方案，可接受預訂!!!【特色一】交通便捷、生活便利1.石牌捷運步行不用二分鐘(150公尺)，公車站牌就在樓下路口(50公尺)步行更不用一分鐘。2.想品嘗美食或採買，路口就是石牌商城(夜市)、屈臣氏、星巴克、7-11便利商店、(商店林立)......。3.路口就是石牌商城(夜市)、美味小吃、(商店林立)......，半夜回家想吃東西也不怕餓肚子。4.位處石牌最精華地段，多家銀行、多家電信公司、多家便利商店......，就在樓下，生活真是便利。【特色二】時尚裝潢、設備齊全1.專業設計師規劃，時尚品味全新裝潢，給有品味的您來入住。2.附有全新分離式冷氣、電視、全新冰箱、網路、第四台(數位機上盒)......。3.使用個人專用全新洗衣機(不需與他人共用)。【特色三】全新整理、地點絕佳1.機會難得!!!保證您一眼看了!!!就會喜歡的好套房!!!2.看屋喜歡，符合承租資格，租金另有優惠方案。3.全新整理，全新推出，時尚裝潢，就在石牌捷運站旁，地點絕佳，僅此一間!!!錯過就沒了!!!【特色四】嚴選房客、確保住戶素質1.我們歡迎正職工作人士、愛乾淨的房客，與我們一起維護良好的居住品質。2.看屋時，請攜帶您的名片或工作識別證，讓我們更加認識您。3.房東嚴選優質房客，正職工作人士優先，確保住戶素質。4.符合承租資格，租金另有優惠方案，租期長短另可商議!!!5.嚴選房客，來電時房東會請教您的職業及工作別，以確保住戶素質，謝謝您!!!歡迎來電預約看屋!!!(敬請事先來電預約，謝謝您!!!)意者請洽:0937-040-141郭先生(屋主)因不常在線上，請勿網路留言，歡迎來電0937-040-141直接洽詢，謝謝您!
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0937-040-141,男女皆可,Taipei,yes
,小房東*港墘站*全新高質感裝潢!!,25000,25000,https://rent.591.com.tw/rent-detail-12461380.html,內湖區麗山街328巷,,,,仲介: 李小姐 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 沙發, 桌椅",獨立套房,9坪,頂層加蓋/5F,公寓,12461380,2022-04-25,"★全新裝潢，第一手入住☆  高質感設計，讓你擁有個人隱私，卻少了空間壓迫！★環境清幽，住戶單純☆  位於麗山國民小學vs麗山國民中學之間，緊鄰捷運港墘站及西湖站 (騎車只要3-5分鐘)  享受大港墘公園的綠地，不管運動散步都有好去處。  鄰近生活圈，店家林立～悠閒的下午茶或精緻的晚餐任君挑選 西湖傳統市場，中油加油站也在附近，生活機能超便利！✪不需要使用專用垃圾袋、不需要追著垃圾車跑，有代收垃圾，超方便!!✪近捷運港墘站(google顯示距離350公尺-騎車3分鐘，走路8分鐘)✪全新第一手質感裝潢!!! ●安全　２４小時監控系統，門禁磁扣、滅火器●居家　電視、冷氣、雙人獨立筒床墊、全新保潔墊、沙發、茶几、冰箱、洗衣機、天然瓦斯、對外窗、獨立衛浴、桌子，椅子●貼心　免費提供第四台、水、網路●環境　住戶單純、環境清幽●電費　夏季四個月(6/1-9/30)：6元 。非夏季八個月(10/1-5/31)；5元●機能　近捷運港墘、西湖站、便利商店、西湖市場、公園綠地出租速度快，請盡早預約看房喔~--------------------------------------------------------------------------------------------------------尚昱物業管理顧問有限公司-小房東租屋管理 不動產經紀人 (103)登字第01085號不動產營業員 (107)登字第333621號租賃住宅管理人員(107)登字第000565號管理費為管理服務費-------------------------------------------------------------------------------------------------------～～家是讓人放鬆的地方～～舒適的空間讓你(妳)在繁忙的步伐中找尋自己的歸屬感🧡歡迎生活單純，不抽煙、不養寵物，無不良嗜好的你來入住！****預約看屋請帶工作識別證或名片****預計看房日後能兩週內入住的再預約唷～～提供免費帶看以及電話諮詢若騎車或帶看中未能即時接電話，也可傳簡訊、LINE ID : 0906797000提供給您租屋期間優質的套房，管家般的貼心服務~😊
附近有便利商店、傳統市場、公園綠地、學校。
本房屋近麗山國中公車站、港墘捷運站、西湖捷運站。",0906-797-000,男女皆可,Taipei,no
,靠近東吳大學，銘傳大學，士林捷運站。,8000,8000,https://rent.591.com.tw/rent-detail-12218349.html,士林區福壽街,,,,屋主: 江小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,9坪,4F/5F,公寓,12218349,2022-04-25,暫時沒有更多説明~,0919-317-957,限女生,Taipei,yes
,小房東*民權東*代收垃圾*溫馨裝潢,18700,18700,https://rent.591.com.tw/rent-detail-12443644.html,中山區民權東路二段92巷,,,,仲介: 翁先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發",獨立套房,8坪,4F/5F,公寓,12443644,2022-04-25,"不需要使用專用垃圾袋、不需要追著垃圾車跑，有代收垃圾服務捷運行天宮站(google距離220公尺-騎車3分鐘，走路4分鐘)●安全　２４小時監控系統，門禁磁扣、滅火器●居家　電視、雙人獨立筒床墊、全新保潔墊、冰箱、洗衣機、熱水器、對外窗、獨立衛浴●貼心　免費提供第四台、水、網路●環境　住戶單純、環境清幽●電費　夏季四個月(6/1-9/30)：6元 。非夏季八個月(10/1-5/31)；5元●機能　近捷運行天宮站、公車站牌、便利商店代收垃圾費用一個月500元出租速度快，請盡早預約看房喔~(若騎車或帶看中未能即時接電話，也可傳訊息、LINE ID : miui-like可加LINE諮詢LINE ID :0966206646可電話聯繫:0966206646--------------------------------------------------------------------------------------------------------尚昱物業管理顧問有限公司-小房東租屋管理不動產經紀人 (103)登字第01085號不動產營業員 (107)登字第333621號租賃住宅管理人員(107)登字第000565號管理費為管理服務費-------------------------------------------------------------------------------------------------------提供免費帶看以及電話諮詢(若騎車或帶看中未能即時接電話，也可傳訊息、LINE ID : 0966206646
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。",0966-206-646,男女皆可,Taipei,no
,永春`後山埤捷運大窗戶鬧中取靜,13000,13000,https://rent.591.com.tw/rent-detail-12358418.html,信義區忠孝東路五段524巷,,,,屋主: 鄭小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",獨立套房,7坪,5F/5F,公寓,12358418,2022-04-25,"福氣有緣人入住 大窗戶 設備全  捷運3分鐘 生活機能佳  環境單純優雅 鬧中取靜
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近永春公車站、祐德高中公車站、永春捷運站、松山捷運站、後山埤捷運站、松山火車站火車站。",0958-665-585,男女皆可,Taipei,yes
,新裝潢大套房超便宜,7000,7000,https://rent.591.com.tw/rent-detail-12425216.html,萬華區環河南路二段100巷1弄3號,,,無,屋主: 張先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 陽台",分租套房,7坪,5F/6F,公寓,12425216,2022-04-25,"空間寬敞 和式大通鋪　兩面有窗  通風採光絶佳位於萬華廣州街夜市旁靜巷中  鬧中取靜生活機能最佳　離龍山寺捷運站只三個紅綠嬁雖是舊公寓 房內新裝潢  物美價廉不歡迎抽煙客和養寵物屋主住家路程遠 看屋請提早預約
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近龍山國小公車站、龍山寺站捷運站、萬華火車站。",0911-066-366,男女皆可,Taipei,yes
,自租鎮金殿電梯大樓1+1房1廳1陽台,26000,27600,https://rent.591.com.tw/rent-detail-12424863.html,中山區天祥路,,,"1,600元/月",代理人: 李先生,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 沙發, 1陽台, 電梯",2房1廳1衛,15坪,10F/14F,電梯大樓,12424863,2022-04-25,"自租免仲介費（仲介勿擾）電梯大樓1+1房1廳1陽台
附近有便利商店、傳統市場、學校、醫療機構。
本房屋近民權西路捷運站。",0986-851-077轉1589602,男女皆可,Taipei,no
,簽約二年每月租金只收6500元,7500,10000,https://rent.591.com.tw/rent-detail-12465943.html,南港區忠孝東路六段,,費用另計,無,屋主: 楊小姐 (仲介勿擾),No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 天然瓦斯, 桌椅, 平面車位",分租套房,5坪,4F/4F,公寓,12465943,2022-04-25,"出租套房 忠孝東路   限40歲以內近昆陽捷運站  房間有對外窗戶有冷氣 不可抽煙 不可養寵物出租套房  租金訂價  月租7500元  押金15000元                                                                                                 簽約一年  準時付租  月租7000元  押金15000元簽約二年  準時付租  月租6500元  押金15000元 水費100元  管理費100元   電費另計 有獨立電錶                                                                              來電時間 : 早上  9:00 至 下午  5:00   房東不住在出租套房                                                                                       看屋時間 : 早上 11:00 至 下午 3:30  看屋  請先來電預約                                                                             附彈簧床 衣櫃  冰箱 冷氣 有洗衣機                                                                                                       走路 5 -7 分鐘 到 昆陽 捷運站                                                                                                                                                                                                      房東不用電子信箱  請在白天上班時間 打電話直接和房東聯絡
附近有便利商店。
本房屋近昆陽捷運站。",02-82281871,男女皆可,Taipei,yes
,近行天宮南京松江！小窩採光好有飲水機,12800,12800,https://rent.591.com.tw/rent-detail-12443581.html,中山區吉林路168巷,,,無,屋主: 高先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發",獨立套房,6.5坪,5F/6F,公寓,12443581,2022-04-25,"行天宮捷運站走路5-8分鐘南京松江捷運站走路8分鐘近公園  近市場  超商，早餐店，勝立商場純住宅區，鄰居出入單純，溫馨小窩，傢俱電齊全，採光好，凸窗曬衣租金已包含水費、網路、第四台、健康飲水用。電費1度5.5元每月收取。垃圾自行丟垃圾車。禁煙、禁寵，正常上班族，可於5-7天簽約者歡迎來電，謝謝！
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近行天宮捷運站、南京松江捷運站。",0918-261-588,男女皆可,Taipei,yes
,港墘80C大雅房垃圾代收可開火,10800,10800,https://rent.591.com.tw/rent-detail-12432117.html,內湖區港墘路,,,無,代理人: 羅先生,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 桌椅, 陽台",雅房,6坪,2F/4F,公寓,12432117,2022-04-25,"港墘80C大雅房垃圾代收可開火#內湖租屋#內湖租房#內湖雅房#內湖套房房源特色：✔️生活機能好近捷運、小吃店林立✔️房間空間大，做瑜珈也沒問題！✔️低樓層輕鬆到家✔️大衣櫃、儲藏空間多✔️每月阿姨定期清潔公共區域&廁所✔️公共設備定期巡檢專人維護✔️共用廚房、餐廳 家裡煮更省錢✔️提供飲水機 定期更換濾心✔️室友嚴格篩選，期待優質的您入住【房型】雅房【地區】內湖區 港墘路【樓層】公寓2樓(無電梯)【租金】C房：$10800/月【其他】水電瓦斯費$600/月，管理費清潔費垃圾代收$400月冷氣獨立電表 $5/度 預繳$200/月 年結 多退少補【最短租約】一年【租屋押金】2個月【管理費】無管理費【寵物】不可【開伙】可【公共區域】陽台、廚房【入住時間】隨時【聯絡方式】LINE ID : @yorkrent 羅先生 0930977105【房間設備】床、衣櫃、書桌椅、冷氣【共用設備】冰箱、洗衣機、廚房【鄰近地標】捷運港墘站預約看屋前請先說明:1.工作地點/類型2.有無合租經驗3.最快起租日附近有便利商店、傳統市場、公園綠地、學校。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、夜市。
本房屋近港墘公車站、港墘捷運站。",0930-977-105,男女皆可,Taipei,no
,松捷對外窗舒適雅房（限女）,7000,7000,https://rent.591.com.tw/rent-detail-12475095.html,南港區南港路三段314巷9弄3號,,,無,屋主: 周先生 (仲介勿擾),No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌椅, 陽台",雅房,7坪,3F/5F,公寓,12475095,2022-04-25,"本物件為重新整修分租雅房松山車站步行6分鐘 位於公寓五樓中的三樓附近有超商 小吃店  松山國小 松山車站 饒河街夜市幒 虹橋河堤公園 生活機能俱全 樓下公車線路多成美橋過去就是內湖 樓下可以停機車附WIFI 家具 一卡皮箱即可入住(廚房可開伙)洗衣機 冰箱 電熱水壺 烤箱 大同電鍋180CM X 67CM X 260CM 超大衣櫃140CM X 70CM X180CM 超大乾濕分離浴室誠意出租慎選房客:只租女生可加LINE詳談ID:censtony
附近有便利商店、傳統市場、公園綠地、夜市。
本房屋近松山捷運站、松山火車站。",0910-039-448,限女生,Taipei,yes
,套房出租生活機能方便交通便利嚴禁抽菸喝酒,9500,9500,https://rent.591.com.tw/rent-detail-12388850.html,大同區民族西路,,,,代理人: 黃小姐,No,"冰箱, 洗衣機, 電視, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台, 電梯",獨立套房,5坪,2F/7F,電梯大樓,12388850,2022-04-25,"套房出租生活機能方便交通便利    嚴禁抽菸喝酒
附近有便利商店、傳統市場、公園綠地、學校、夜市。
本房屋近圓山捷運站。",0986-851-077轉1586876,男女皆可,Taipei,no
,單身女性優質雅房採光佳通風好生活機能便利,6000,6000,https://rent.591.com.tw/rent-detail-12405239.html,中正區汀州路一段113號,,,,代理人: 王小姐,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌椅, 陽台",雅房,5坪,4F/5F,公寓,12405239,2022-04-25,"歡迎四十五歲以下女性承租 每層樓有六間房間 共用兩間浴室         1. 電費計算方式: 每房有獨立電表 以實際使用度數計價收費         2. 房間寬敞且都有對外窗戶  採光良好 明亮舒適  有利身心健康         3. 附近有傳統市場 超市 小吃店 交通便利 生活機能良好         4. 鄰植物園 青年公園 假日休閒的好去處         5. 租金含水費及公共用電 免費使用光纖網路
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近植物園公車站、龍口市場公車站、中正紀念堂捷運站。",0935-916-013,限女生,Taipei,no
,河濱美寓～雅房,7500,7500,https://rent.591.com.tw/rent-detail-12460409.html,萬華區環河南路三段,,,無,屋主: 曾先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 沙發, 桌椅",雅房,8坪,5F/5F,公寓,12460409,2022-04-25,"獨立陽台
附近有便利商店、傳統市場、公園綠地、夜市。",0916-358-730,男女皆可,Taipei,yes
,信義區市政府站捷運商圈特色套房,12500,12500,https://rent.591.com.tw/rent-detail-12464296.html,信義區永吉路30巷,,,,代理人: 張先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,5坪,2F/4F,公寓,12464296,2022-04-25,"永吉路30巷及松隆路口（此房間無對外窗不喜歡勿約）公寓2樓免爬高，配備空氣濾淨機，除濕機，冷氣機，洗脫烘機，飲水機....等。近市政府捷運站微風百貨新光三越商圈永吉路30巷是著名的美食區域垃圾專人收取免追垃圾車你一定會喜歡限1人入住拒絕仲介歡迎穩定收入上班族/嚴選房客附名片優先，拒絕抽菸養寵物八大，稅/戶籍電費1度5元瓦斯費實際帳單為主第四台網路wifi水費垃圾清潔費全含加賴聊:kaven0209不要直接來電加賴自介工作慎選房客
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0986-851-077轉1592976,男女皆可,Taipei,no
,青田街靜巷設計綠宅(大安森林公園旁),64900,64900,https://rent.591.com.tw/rent-detail-12476229.html,大安區青田街7巷,,,無,屋主: 劉先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 2陽台",3房2廳2衛,49坪,3F/4F,公寓,12476229,2022-04-25,"大安區青田街靜巷設計大宅 (大安森林公園旁)【地點】大安區青田街8米寬敞靜巷 (大安森林公園旁)【樓層】3樓【房型】3房2廳2衛1廚2陽台。約49坪 (實際坪數)【租金】$64,900【能源費】水、電按帳單付費【租期】一年起【押金】2個月【可入住日期】隨時***水電管線、衛浴設備、廚具設備、隔間全數更新。花費數百萬頂級規格裝修***家庭劇院Yamaha7.1聲道擴大機、丹麥知名品牌喇叭Sharp原裝進口70吋電視全套四件式TOTO衛浴設備，TOTO大浴缸浴室使用國際牌三合一暖風機 (冬暖夏涼)林內牌抽油煙機，進口品牌中島規劃Vintec紅酒櫃日立一級變頻冷暖氣、冰箱通風日照的廳堂 - 午後微風伴窗外樹景悠閒明亮大廚房 - 一起料理聊天沒問題個性長桌擺中間 - 用餐品酒也可工作會議浴室寬敞通風 - 間間有對外窗一層一戶，巷道寧靜安全慢活、健康、悠閒~如果你喜歡在城市綠海中聽著音樂慢跑，大安森林公園過個馬路就到。非常愛惜房屋的房東，希望也找到同樣愛惜房屋的好租客~請加Line聯絡，ID: apcliu 
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近溫州街口公車站、大安森林公園站捷運站、東門捷運站。",0986-851-077轉1593998,男女皆可,Taipei,yes
,●新北投站●近薇閣學校●寧靜美宅●大庭院,80000,80000,https://rent.591.com.tw/rent-detail-12481887.html,北投區西園街,,,無,仲介: 許小姐 (收服務費),Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 衣櫃, 沙發, 桌椅, 平面車位",2房2廳2衛,32坪,整棟/1F,透天厝,12481887,2022-04-25,"專任約，歡迎同業配合僅為住家用Ø擁有安靜生活的居住品質Ø庭園車庫、可停多部車Ø2+1房，格局設計優良，使用空間寬敞Ø擁有庭園，環境清幽、擁抱大自然Ø屋況明亮整潔，室內通風優良Ø裝潢時尚格調，設計感十足預約看屋Line ID:sherry99100提供專業的租賃服務，迅速找到最舒適的家。Provides professional rental services to quickly find the most comfortable home.專業團隊與外商公司、外國在台辦事處、知名銀行合作，專門介紹外籍及本國優秀人士。The professional team cooperates with foreign companies, foreign Embassy, and well-known banks to introduce foreign and domestic outstanding people.我們在各個租屋相關的服務領域，都有長期合作的信任夥伴，其中包含：房屋檢修/搬家服務/專業清潔/室內設計/高品質家具We have long-term cooperation partners in various rentalrelated service areas, including:House Inspection / Moving Service / Professional Cleaning / Interior Design / High Quality Furniture提供看屋服務，成交將收取半個月服務費。We Provide viewing service.If we deal with it,we charge for service fee about half month rent .",0916-161-691,男女皆可,Taipei,no
,南港展覽館旁近南港軟體園區中信金融園區,5000,5000,https://rent.591.com.tw/rent-detail-12469832.html,南港區三重路32巷,,,,屋主: 郭小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",雅房,4坪,2F/5F,公寓,12469832,2022-04-25,"南港展覽館2館旁 近南港軟體園區 中信金融園區中午12點後來電
附近有便利商店、百貨公司、公園綠地。
本房屋近南港展覽館捷運站。",0932-351-063,男女皆可,Taipei,yes
