mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,鬧中取靜1樓幸福美套房捷運5分鐘,9500,9500,https://rent.591.com.tw/rent-detail-12478592.html,中和區景平路753巷,,,無,代理人: 佐先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",獨立套房,6坪,1F/5F,公寓,12478592,2022-04-25,"全新裝潢美套房，使用磚強隔間，防火材質建材、水.電管線重新拉線、走廊均有滅火器、前.後出入門及走廊皆有監視系統以保障住戶居住上的安全。每間都有窗戶空氣對流好清晰，房間內的浴廁使用儲水型電熱水器讓房客無論夏天或冬天洗澡時水溫穩定不會忽冷忽熱，且都有自己獨立的全新洗衣機解決衣服的個人衛生及洗衣要排隊等待之問題，戶外備有曬衣空間;每間房內都附有全新(液晶電視.冰箱.冷氣機.掀床.床頭櫃.衣櫥.電視櫃.桌子.椅子.沙發椅.茶几........等)。鄰近華中橋過橋就到台北市，今年1月底已通車的(中和雙捷運站)，臨近家樂福商圈生活機能強，位在一樓出入方便免去採買後還要大包.小包爬樓梯帶上樓的煩惱，歡迎來電預約賞屋~Ps.租客於簽訂租賃契約書時須附(身分證影印.在職証明)，另~不好意思，有養寵物及抽菸者拒租喔!禁菸！
附近有便利商店、傳統市場、百貨公司、公園綠地、學校。
本房屋近華中橋站公車站、中和雙捷運站捷運站。",0986-552-238,男女皆可,Taipei,no
,福壽街平實二樓,16000,16000,https://rent.591.com.tw/rent-detail-12429075.html,新莊區福壽街80號,,,無,代理人: 陳先生,No,,1房1衛,20坪,2F/4F,公寓,12429075,2022-04-25,可住可商可辦公位於幸福路福壽街匯集獨立出入口,0922-758-595,男女皆可,Taipei,no
,舒適套房出租,12000,12000,https://rent.591.com.tw/rent-detail-12496328.html,板橋區實踐路43巷,,,無,屋主: 卓小姐,No,"洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 天然瓦斯, 桌椅, 陽台, 電梯",分租套房,10坪,2F/7F,公寓,12496328,2022-04-25,"乾淨明亮溫馨舒適line和行動電話是一樣的唷，歡迎加line聯絡我
附近有便利商店、傳統市場、百貨公司、公園綠地、學校。",0933-031-878,限女生,Taipei,yes
,類一房一廳三重國小獨立陽台流理台限貓,12900,12900,https://rent.591.com.tw/rent-detail-12470038.html,三重區三和路三段,,,,屋主: 廖媽媽 (仲介勿擾),Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子, 陽台",獨立套房,8坪,4F/5F,公寓,12470038,2022-04-25,"寵物限貓(需加收500)   三年合約$12900/月水費+網路+第四台$350/月  簽兩年約$13900/月有陽台.專屬洗衣機.有櫥櫃東西收納好方便.多個對外窗.通風採光佳.雙門冰箱食物好儲存優質家具齊全,加贈保潔墊.附小廚房,料理好輕鬆維護安全...24小時門禁&監控保全.鐵窗逃生孔&消防設備..俱全靜巷環境清幽..生活機能極佳.樓下即有萊爾富.全家.交通方便.厚德派出所.格致中學公車站.雙捷運三重國小站走路7分鐘三和國中捷運10分鐘往南部.進台北市3分鐘上高速公路鄰近介壽廣場.全聯.三和夜市.寵物店.大三重百貨.還有麥當勞.頂好超市....食衣住行育樂通包….約看屋厚德派出所對面萊爾富(三和路三段135號)不常上網…約看屋請來電0908786827廖媽媽
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近厚德派出所公車站、格致中學公車站、三重國小捷運站、三和國中捷運站。",0986-851-077轉1593472,男女皆可,Taipei,yes
,近景安捷運.低租金.傢俱全.有陽台,12900,12900,https://rent.591.com.tw/rent-detail-12437056.html,中和區中興街,,,無,屋主: 魏先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台",獨立套房,9.5坪,5F/5F,公寓,12437056,2022-04-25,"近景安捷運.有夠讚.低租金.美套房.傢俱全離景安捷運步行僅8分鐘交通便捷.設施齊全優質套做夢都想租到它，一切都是為您中和區中興街170號壹、重點說明：1.【拒絕！不愛乾淨與不會珍惜物品者---勿洽】因為這裡只限租給【愛乾淨】的人喔！絕對謝絕【不愛乾淨的人】，切勿浪費彼此的時間—拜託！感謝！感恩喔！2.不能烹煮(可用電磁爐水煮)及不能飼養寵物。3.看屋請攜帶證件及名片欲安排看房者：惠請先播空閱覽如下文字--謝謝您4.欲看房之房客此條必看；有設置『租賃保證人』之約定聲明本租賃空間所住均為高水平優質房客，均能接受本租賃空間設置『租賃保證人』之約定，也許會造成您簽約上一些微小不便，卻是房東善盡篩選優質房客為維護租賃全體權益之善意措施！敬請新房客來此亦需能接受此項約定。（若無法提供一位保證人，懇請見諒！切莫浪費您寶貴時間預約看房）貳、貼心的叮嚀：惠請先播空閱覽如下文字，是為了不造成您時間上的浪費！說明如下：1.我們向您告知：我們所置放的照片為現況實景拍攝的2.房租$12900元/月3.房租以外！另外加收：清潔費500元/月.專人清潔公共區域.讓環境清潔.亮麗熱水器(熱水器為大系統.較省電.出熱水快)的固定電費550元/月（秋.冬季個人電費會變得很少）.比一般房間內有獨立設置電熱水器更省電費喔！以上是符合您預算的情況下，請在撥電話預約看房—謝謝您（若造成您的不便！敬請見諒！）參、特色說明：1、「雅室何需大啊！」最重要的是我們為您創造「滿足」並提供「高貴不貴」的租賃空間。2、名設計師設計裝潢~比擬星級飯店的套房規劃，3、每月租金只有星級飯店的數夜價格，您怎能不來親臨鑑賞~絕對讓你住的愜意，付得輕鬆。租屋者最在意的十大項目：1.交通便利2.周邊生活便利、 3.採光佳、 4.獨立洗衣機、4.對流通風佳、5.裝潢要典雅、6.衛浴要大(乾溼要分離)、7.衣櫃量要夠用、8.價格要合宜、9.周邊房客素質佳、10.環境要清潔，在我這裡通通都有，讓您無可挑剔肆、設備與周邊簡介1.交通便捷：生活機能佳－雙捷運：近中和景安站及南勢角捷運站，臨近中和商圈、大賣場購物便利。2. 免費部分：水費‧寬頻網路‧有線電視。3.安全照護：門禁刷卡‧有監視系統－維護安全。4.公設典雅：設有玄關主牆、走道主牆、超美信箱燈光美、氣氛佳。5.設置人性化：典雅銅門、安全門扣讓您住得安心6.內部配設：浴室寬敞、乾濕分離及大理石台面、高級浴室配件、陽台設有新型升降式曬衣架，全室鋪設拋光石英磚7.獨立水塔注重飲水安全。8.傢俱陳設－飯店式空調、雙人床彈簧床、衣櫃、書桌椅、書架、掛飾、以木作裝潢量身訂製、典雅舒適。9.家電齊全－液晶電視、飲水機、冰箱、洗衣機、中央式電熱配備。10.充足陽光－房間採光通風極佳
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近景安雙捷運站捷運站。",0980-209-888,男女皆可,Taipei,yes
,淡水捷運站旁老街雅房（平價丶俱全丶可立住,4500,4500,https://rent.591.com.tw/rent-detail-12437293.html,淡水區清水街,,,,屋主: 林小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",雅房,6坪,6F/6F,公寓,12437293,2022-04-25,"淡水捷運站旁老街精緻雅房 屋內設備 全新名牌家電：22吋液晶電視、10,000BTU分離式冷氣、冰箱、雙人床組、床墊、雙人衣櫃、有線電視、高速寬頻網路、每戶皆使用冷氣獨立電表。 獨立衛浴設備公共設備 先進電子鎖門。10.5公斤洗衣機、溫熱飲水機、獨立電表、頂樓平台曬衣場。 週邊商圈 淡水老街、淡水河畔、鎮公所、銀行、麥當勞、7-11便利商店、傳統市場、各式小吃……商店林立，5分鐘內可到，生活機能超方便，靜巷住宅最安靜，7分鐘內可到捷運站。 交通方便、租金最實在、生活機能強，歡迎來電約看，機會不多…， 只剩一間，敬請把握！洽詢陳小姐！自租，歡迎大家來電詢問！",0986-851-077轉1590809,男女皆可,Taipei,yes
,竹圍捷運站旁精緻套房（平價丶可立住),8500,9000,https://rent.591.com.tw/rent-detail-12374072.html,淡水區民族路,綠園,,500元/月,屋主: 朱小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,7坪,4F/4F,公寓,12374072,2022-04-25,"套房 出租 竹圍捷運站旁精品套房 精緻套房，房客單純，歡迎來電洽詢，約看參觀!! 屋內設備 家電：電視、10,000BTU分離式變頻冷氣、冰箱、單人床組、床墊、雙人衣櫃、免費有線電視、免費寬頻網路 、使用獨立電表。 獨立衛浴設備 使用電能熱水器，不用瓦斯、更安全，全棟投保地震＆火災安全險。 公共設備 洗衣機、微波爐、飲水機、獨立電表、5樓平台曬衣場及休閒廳。 週邊商圈 淡水河畔運動公園、馬偕醫院、銀行、7-11便利商店、傳統市場、各式小吃……商店林立，生活機能超方便，靜巷住宅最安靜，7分鐘內可到捷運站。 交通方便、租金最實在、生活機能強，歡迎來電預約看屋，機會不多…， 敬請把握。自租，免服務費，歡迎大家來電洽詢！
附近有便利商店、傳統市場、公園綠地、醫療機構。",0986-851-077轉1585458,男女皆可,Taipei,yes
,景安捷運站3分鐘[雅房出租]限單身女性,5000,5000,https://rent.591.com.tw/rent-detail-12375432.html,中和區景平路,,,無,屋主: 王小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",雅房,4坪,5F/5F,公寓,12375432,2022-04-25,"[*]備  註:適合*學生*上班族*備  註:雅房有兩間衛浴廁所可以使用  (雅房限單身女性)[*]鄰近交通:雙捷運步行3分鐘到景安捷運站.(往桃園機場.新竹.台中交通方便)網路設備:每個房間提供100m網路 / 第四台室內設備:電熱水器/電視/冰箱/冷氣/洗衣機/冷熱水飲機床組/衣櫥/書桌椅住家安全:監視系統/門控系統有對外窗 / 採光佳 / 通風明亮 禁菸 / 禁養寵物生活機能強.吃的方便.附近有24小時家樂福.大型黃昏市場.東西多又便宜看屋請聯絡    0935-889-266     或加 Line ID :  0935889266 通話[*]
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近景安捷運公車站、景安捷運站。",0935-889-266,限女生,Taipei,yes
,景安捷運精緻兩房(位南華路商圈),24800,24800,https://rent.591.com.tw/rent-detail-12305257.html,中和區南山路127巷,,,無,屋主: 盧先生 (仲介勿擾),,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 1陽台",2房1廳1衛,15坪,4F/5F,公寓,12305257,2022-04-25,"精緻環境本戶為邊間,一層兩戶,屋主對於住宅生活很堅持,照片皆素顏,你看到都有,居住環境絕對迎合你的需求寬敞收納空間、梳妝長鏡+衣櫥光纖寬頻+LED電視*3( 客廳房間皆有電視)分離冷暖變頻冷氣*3( 客廳房間皆有)、看書角落、明亮的採光及空氣流通皆是必備、乾濕分離的衛浴，可隨時變出料理的廚房及可供洗衣晾衣的獨立陽台更是考量重點、為了提供安全環境，套房採數位電子監控系統及磁扣門禁出入， 忘記帶鑰匙也不用擔心。生活機能10多條公車前往台北市或永和板橋土城等區四通八達，也都有到捷運喔，離永和頂溪.永安.景安捷運站/樂華夜市及仁愛公園機車距離5-8分鐘，離華中橋騎車5分鐘.中正橋騎車8分鐘.上班到台北絕對不塞車換句話說，想走路想騎腳踏車騎機車開車坐公車坐捷運都可看心情決定。含光纖網路，第四台及水費，獨立電表電費一度電5.5元住戶規約 飼養寵物另協商、禁止團體開趴喧嘩、禁止檳榔吸菸毒、作息需正常專業房東房東專業的很多，但是專業又用心管理，不只將房子當生意照顧的，出門可能要找一下。屋主自租，仲介請慎入。優惠出租1年租約24800ps:特價優惠,兩人居住,無菸無寵,作息正常,無報稅補貼需求 2年只要23800本棟住戶單純,歡迎注重居家品質的您入住為保障其他住戶,租屋請攜帶證件或名片預約電話：歡迎多加使用LINE詢問,搜尋ID:  *641001*或直點LINE聯絡 盧先生",0986-851-077轉1585089,,Taipei,yes
x,河景四房@大露台@近紅樹林捷運,28000,32848,https://rent.591.com.tw/rent-detail-12353268.html,淡水區中正東路二段,,費用另計,"2,348元/月",代理人: 楊小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 機械車位",4房2廳2衛,33坪,6F/19F,電梯大樓,12353268,2022-04-25,"屋主自租，要租要快，停車位半價優惠，請來電安排看屋時間，謝謝 !景觀養生捷運住家，到紅樹林捷運站，有人行專用步道可以走，約七分鐘，到台北車站不到半小時。 環繞台北的自行車專用道路就在正對面，騎著單車就可以到處爬爬走，省油又健身。 後陽台面對的是一片綠油油的樹林，以及高級別墅區，有蟲鳴鳥叫聲，空氣非常清新。 面海、觀音山、以及紅樹林水鳥保護區。 24小時優質保全管理，刷卡式門禁、海景露台花園，溫水游泳池、三溫暖、健身房、桌球、撞球、KTV、全社區光纖網路、兒童遊戲室等等。 超大的私人露台，室內採光極佳 ，全室重新粉刷，高級裝潢傢俱電器，烤箱、洗碗機也都有喔~。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近紅樹林公車站、紅樹林捷運站。",0986-851-077轉1587198,男女皆可,Taipei,no
,近文化漢生新海捷運板橋致理遠百特區夜市,8500,8500,https://rent.591.com.tw/rent-detail-12398232.html,板橋區光正街20巷3號,,,,屋主: 林先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,8坪,4F/5F,公寓,12398232,2022-04-25,"限不抽菸 嚴選房客房屋地點：板橋文化路與光正街(近板橋縣政府.捷運板橋站.致理商專.遠東百貨.板橋新站特區鄰近交通：近板橋捷運站，走路約3分鐘。板橋轉運站通全省各地，文化路多線公車等，過橋即到台北市提供設施：32吋LED電視、冰箱、冷氣、雙人彈簧床組.電視櫃、三尺木質衣櫥、休閒桌、椅子、公用洗衣機隔間材質：磚牆，非一般輕隔間、木板隔間    (限不抽菸)    讓您住得安心更住得溫馨1. 有窗戶、採光超佳！2. 獨立套房，適合單身貴族的個人小窩，溫馨舒適 3. 多項貼心服務，體貼辛勤工作的上班族4. 座落於安靜住宅區，享受寧靜好品質 5. 交通便利、生活機能強，便利商店、量販店、超市、捷運站等一應俱全。全新亮光地板蠟抗菌,防蟲.
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近板橋公車站、板橋捷運站、板橋火車站。",0966-829-418,男女皆可,Taipei,yes
,板橋新埔捷運文化民生大漢陽明自由四維夜市,14000,14000,https://rent.591.com.tw/rent-detail-12398388.html,板橋區自由路51巷1號,,,,屋主: 林先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,9坪,3F/5F,公寓,12398388,2022-04-25,"限不抽菸特色說明房屋地點：板橋文化路與民生路(近新北市政府.捷運新埔站.致理學院.遠東百 貨.板橋新站特區,近市場,夜市,公園,圖書館,市立醫院等鄰近交通：近新埔捷運站，走路約1.5分鐘。另板橋轉運站通全省各地，文化路多線公車等，過橋即到台北市或新莊提供設施：電視、冰箱、冷氣、洗衣機、雙人彈簧床組.32吋液晶電視(數位化品質)、木質衣櫥、化妝桌椅、各房專用洗衣機、網路300M、Wifi無限使用、數位第四台、房內滅火器、床底儲物空間.爐具洗碗槽隔間材質：屬磚牆隔間，非一般輕隔間、木板隔間(限不抽菸)    讓您住得安                   心更 住得溫馨@@@      1. 邊間、具寬敞前陽台、採光超佳！@@@      2. 獨立套房，適合單身貴族的個人小窩，恩愛情侶的居家小築,                    溫馨舒適@@@      3. 多項貼心服務，體貼辛勤工作的上班族、@@@      4. 座落於安靜巷道區，享受寧靜好品質.@@@      5. 交通便利、生活機能強，便利商店、量販店、超市、捷運站、夜市等@@@    6.具爐具可煮可炊全新裝潢、空間寬敞、刷卡管理、享受居家樂趣、優雅賢淑、值得您鑑賞,
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近新埔公車站、新埔捷運站、板橋火車站。",0970-240-159,男女皆可,Taipei,yes
,"稀有物件景安捷運旁,變頻冷氣,廚房",24000,24000,https://rent.591.com.tw/rent-detail-12455399.html,中和區景安路203巷,,,無,屋主: 何小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 1陽台",2房1廳1衛,17坪,5F/6F,公寓,12455399,2022-04-25,"景安捷運2分鐘,間間有窗,雙陽台. 全新二房一廳精緻格局.全新.歡迎預約. 意者請加line：kang369何小姐。限: 20-36正職未婚上班族，只租不抽煙者，會抽煙者不要來，禁養寵物（不要問可不可以，就是不行喔）..免第四台網路(省1500).一級變頻冷暖氣,超級省電. 電每度5元,► 乾濕分離獨立浴室、雙陽台、洗衣機、真正廚房......全部都是自己的！► 居家裝潢可直接入住，掀床、電視櫃、衣櫃通通有。► 密碼式門禁管制，進出安全又方便► 景安商圈生活機能豐富，小吃、餐廳不會少，距捷運站2分鐘，純住家，謝拒在家從事商業及網路工作者（會吵到其他人）意者請加line：kang369 何小姐 或電:0953-588-868
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近景安公車站、景安公車站、景安捷運站。",0953-588-868,男女皆可,Taipei,yes
,"永安捷運大套房,個人廚房,陽台,洗衣機",10500,10500,https://rent.591.com.tw/rent-detail-12412730.html,中和區南工路85巷,,,無,屋主: 王小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",分租套房,6坪,5F/6F,公寓,12412730,2022-04-25,"公寓6樓, 永安捷運, 歡迎20~36歲正職上班族, 不抽煙,禁寵物. 純住。不可當工作室. (請加LINE:kang369)永安捷運 ,坐捷運,永遠不塞車,先到先選40吋液晶電視,個人陽台, 個人洗衣機.機會難得,先看先住過永福, 福和橋, 就是 公館, 敦南, 101, 松山商圈.免費第四台,中華電信網路,每月省1500元24小時賀眾開飲機,定期專人保養, 免買水,每月再省1500元(每日二杯50元*30 天)一橋之隔,三分鐘到台北市,永福橋,福和橋, 中正橋,公館,敦南, 101商圈每戶都有,獨立陽台,私人洗衣機,輕食廚房. 液晶電視,冰箱,冷氣,網路,衣櫃,掀床組全部有..採刷卡式門禁管制(防複製磁扣)進出安全又方便。每房皆設有2尺凸窗晒衣架及獨立逃生窗，不但要住得舒適更要住得安全；免費附贈第四台，光纖網際網路，租套房不但是一種居住的滿足，更是一種生活品質的昇華。吸毒吸安者報警處理   禁養寵物, 禁養寵物, 禁養寵物上班族純住，不可當辦公室或聚會場所室內全面禁煙, 24小時走道監視視, 住戶享安心 安全歡迎20~36歲正職上班族, 不抽煙,禁寵物電話 : 王 小 姐  0972-85-86-86  ID: miao0817
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近永安公車站、永安市場捷運站。",0972-858-686,男女皆可,Taipei,yes
,獨立衛浴~捷運6分機能優~可報稅~限女性,8200,8200,https://rent.591.com.tw/rent-detail-12374273.html,永和區竹林路,,,無,代理人: 劉先生,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 桌椅, 陽台",分租套房,4.1坪,4F/4F,公寓,12374273,2022-04-25,"免仲介費~ ~ ~合法水泥隔間~可報稅獨立衛浴~傢俱等...配備齊全位於竹林路與中興街口(網溪國小對面)機能最優  ~  交通便利  ~ 近頂溪捷運站公車: ( 51 ,  57 往永和) , ( 214 , 241 往中和) , (綠2 , 左線往景美女中)
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近頂溪公車站、頂溪捷運站、頂溪火車站。",0920-555-818,限女生,Taipei,no
,情侶吵架最佳選擇。一房一廳補助報稅,18000,18000,https://rent.591.com.tw/rent-detail-12489413.html,中和區中山路二段131巷5弄24號,,,,屋主: 陳先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,10坪,5F/5F,公寓,12489413,2022-04-25,"LINE ID :arliang0409。請先加我LINE約時間帶看。直接來電者怒不帶看再次聲明:禁菸🚭禁養寵物🐈🐕。謝絕12歲以下小孩。可報稅。申請租屋補助。租約需公證。仲介勿擾 避免浪費彼此時間--------------------------------------------------------------------------------------------百萬裝潢 真正一房一廳 朋友來訪有隱私。情侶吵架不用離家出走，關在同一空間乾瞪眼（很重要）。可一人在客廳一人在房間，一人一台冷氣。房東合法報稅，可配合申請租屋補助。房間廁所採光又通風。高質感家具 家電 耐用又好看。附免費網路。U字型社區機車停車位。讓您免找車位。乾濕分離淋浴拉門。獨立陽台。獨立客廳。兩台分離式冷氣。電陶爐。廚具。一級變頻省電大冰箱。43吋大電視。大洗衣機能洗床單。15加侖儲熱式熱水器。全室LED崁燈省電。房間有凸窗逃生窗。浴室有超大對外窗。公設走廊採間接照明高質感文化石木紋磚。高質感鑄鋁門。門禁採指紋辨識管制。讓您出門在外有雙重安全保障。酒店式管理格局。免公共電費。電費一度5.5元。中華電信網路。MOD。近光華街、廟口商圈。比漾百貨。樂華夜市。生活便利。讓您住進來不僅是居住的滿足，也讓您在家就是一種享受更是一種生活品質的昇華。禁菸🚭禁養寵物🐈🐕。謝絕12歲以下小孩。可報稅。租約需公證。再次聲明 仲介勿擾 避免浪費彼此時間
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0986-851-077轉1595099,男女皆可,Taipei,yes
x,近紅樹林捷運景觀三房挑高客廳,25000,30038,https://rent.591.com.tw/rent-detail-12353245.html,淡水區中正東路二段,,費用另計,"2,538元/月",代理人: 楊小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 機械車位",3房2廳2衛,35坪,5F/19F,電梯大樓,12353245,2022-04-25,"屋主自租，要租要快，停車位半價優惠 !景觀養生捷運住家，到紅樹林捷運站，有人行專用步道可以走，約七分鐘，到台北車站不到半小時。 環繞台北的自行車專用道路就在正對面，騎著單車就可以到處爬爬走，省油又健身。 後陽台面對的是一片綠油油的樹林，以及高級別墅區，有蟲鳴鳥叫聲，空氣非常清新。 面海、觀音山、以及紅樹林水鳥保護區。 24小時優質保全管理，刷卡式門禁、海景露台花園，溫水游泳池、三溫暖、健身房、桌球、撞球、KTV、全社區光纖網路、兒童遊戲室等等。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近紅樹林公車站、紅樹林捷運站。",0986-851-077轉1584004,男女皆可,Taipei,no
,台北矽谷大樓地下停車場,4000,4000,https://rent.591.com.tw/rent-detail-12456290.html,新店區北新路三段205號,台北矽谷大樓,,,代理人: 蘇先生,,,5坪,室內地下,平面式,最短租期1月,12456290,2022-04-25,110年9月1日起 正式營運收費:1.全日月租:月繳4500元；季繳12000 (停車時間為24小時)1.夜間月租:月繳2500元；季繳6000 (停車時間為每日18:00-09:00)臨時停車:1.汽車:平日每小時40元；假日每小時60元(平日上限160元；假日上限240元 隔日另計)歡迎來電洽詢 0935-615-999 蘇先生；02-8913-1532,0935-615-999,,Taipei,no
,河岸第一排挑高複合式樓中樓,24000,25122,https://rent.591.com.tw/rent-detail-12465720.html,蘆洲區環提大道42號,環堤觀景公寓大廈,,"1,122元/月",屋主: 何先生,No,"冷氣, 熱水器, 天然瓦斯, 1陽台, 電梯",2房1廳1衛,20坪,8F/14F,電梯大樓,12465720,2022-04-25,"環堤大道&永安南路二段路口,面親水公園&二重疏洪道,全天候警衛保全,住得安全!樓中樓精緻裝潢,使用空間格局大,採光良好,備陽台!環境幽雅,前有氣密窗,景觀佳! 重新油漆 全新三台大金變頻冷暖氣機高級的住宅環境,門禁電梯雙持扣管制,保證首選,需保證人,需公證費用3000元各半請先預約看屋時間0919-211-101
附近有便利商店、傳統市場、公園綠地、學校、夜市。
本房屋近永康公園公車站、環堤大道公車站、三民高中捷運站。",0919-211-101,男女皆可,Taipei,yes
,板橋高中地下停車場,4300,4300,https://rent.591.com.tw/rent-detail-12280531.html,板橋區文化路一段25號,板橋高中,,,代理人: 蘇先生,,,5坪,室內地下,平面式,最短租期1月,12280531,2022-04-25,110年9月1日起 正式營運收費:1.全日月租:月繳4300元 (停車時間為24小時)2.日間月租:月繳2150元 (停車時間為0700-1900)臨時停車:1.汽車:每小時30元(入場15小時最高上限150元 可跨夜且不分平假日)歡迎來電洽詢 0935-615-999 蘇先生；02-2968-9724如有承租意願者 可至現場登記或詢問 實際狀況仍以現場為主,0935-615-999,,Taipei,no
,板橋高中地下停車場,4300,4300,https://rent.591.com.tw/rent-detail-12280531.html,板橋區文化路一段25號,板橋高中,,,代理人: 蘇先生,,,5坪,室內地下,平面式,最短租期1月,12280531,2022-04-25,110年9月1日起 正式營運收費:1.全日月租:月繳4300元 (停車時間為24小時)2.日間月租:月繳2150元 (停車時間為0700-1900)臨時停車:1.汽車:每小時30元(入場15小時最高上限150元 可跨夜且不分平假日)歡迎來電洽詢 0935-615-999 蘇先生；02-2968-9724如有承租意願者 可至現場登記或詢問 實際狀況仍以現場為主,0935-615-999,,Taipei,no
